E_c,E_p
2.824,9.605
2.812,9.617
2.801,9.628
2.791,9.638
2.784,9.645
2.778,9.651
2.773,9.656
2.770,9.659
2.769,9.660
2.769,9.660
2.771,9.658
2.774,9.655
2.779,9.650
2.785,9.644
2.793,9.636
2.802,9.627
2.813,9.616
2.826,9.603
2.841,9.588
2.857,9.572
2.876,9.554
2.896,9.533
2.918,9.512
2.942,9.488
2.967,9.462
2.995,9.434
3.025,9.404
3.058,9.372
3.092,9.337
3.128,9.301
3.167,9.262
3.208,9.222
3.251,9.179
3.296,9.133
3.344,9.086
3.393,9.036
3.445,8.984
3.500,8.930
3.556,8.874
3.615,8.815
3.676,8.754
3.739,8.691
3.804,8.626
3.872,8.558
3.942,8.489
4.014,8.417
4.088,8.343
4.164,8.267
4.242,8.189
4.322,8.109
4.404,8.027
4.488,7.943
4.574,7.858
4.662,7.770
4.752,7.681
4.843,7.589
4.937,7.497
5.031,7.402
5.128,7.306
5.226,7.208
5.326,7.109
5.427,7.008
5.529,6.906
5.633,6.803
5.738,6.698
5.844,6.592
5.952,6.485
6.061,6.377
6.170,6.268
6.281,6.157
6.393,6.046
6.505,5.934
6.618,5.822
6.732,5.708
6.847,5.594
6.962,5.480
7.078,5.365
7.194,5.249
7.310,5.133
7.427,5.017
7.544,4.901
7.661,4.784
7.779,4.668
7.896,4.551
8.013,4.434
8.130,4.318
8.247,4.202
8.364,4.086
8.480,3.970
8.596,3.855
8.712,3.741
8.827,3.627
8.941,3.513
9.055,3.401
9.167,3.289
9.279,3.178
9.390,3.068
9.500,2.959
9.610,2.851
9.717,2.744
9.824,2.638
9.930,2.534
10.034,2.430
10.137,2.329
10.238,2.228
10.338,2.130
10.436,2.032
10.533,1.937
10.628,1.843
10.721,1.751
10.813,1.661
10.902,1.572
10.990,1.486
11.076,1.401
11.160,1.319
11.241,1.239
11.321,1.160
11.398,1.084
11.473,1.011
11.546,0.939
11.616,0.870
11.684,0.803
11.750,0.739
11.813,0.677
11.874,0.618
11.932,0.561
11.987,0.506
12.040,0.455
12.090,0.406
12.138,0.359
12.182,0.316
12.224,0.275
12.263,0.237
12.299,0.201
12.333,0.169
12.363,0.139
12.391,0.112
12.415,0.088
12.437,0.067
12.456,0.049
12.472,0.034
12.484,0.021
12.494,0.012
12.501,0.005
12.505,0.002
12.505,0.001
12.503,0.003
12.498,0.009
12.489,0.017
12.478,0.028
12.464,0.042
12.446,0.059
12.426,0.079
12.403,0.101
12.377,0.127
12.348,0.155
12.316,0.187
12.281,0.221
12.243,0.258
12.202,0.297
12.159,0.340
12.113,0.385
12.064,0.433
12.012,0.483
11.958,0.536
11.901,0.592
11.841,0.650
11.779,0.711
11.715,0.774
11.648,0.839
11.578,0.907
11.506,0.978
11.432,1.050
11.356,1.125
11.277,1.202
11.196,1.282
11.113,1.363
11.028,1.446
10.941,1.532
10.852,1.619
10.761,1.708
10.669,1.799
10.574,1.892
10.478,1.986
10.381,2.083
10.282,2.180
10.181,2.280
10.079,2.380
9.975,2.482
9.871,2.586
9.765,2.691
9.658,2.797
9.549,2.904
9.440,3.012
9.330,3.122
9.219,3.232
9.107,3.343
8.995,3.455
8.882,3.568
8.768,3.681
8.654,3.795
8.540,3.910
8.425,4.025
8.310,4.141
8.195,4.257
8.079,4.373
7.963,4.490
7.848,4.606
7.732,4.723
7.616,4.840
7.500,4.956
7.384,5.073
7.268,5.189
7.153,5.305
7.038,5.421
6.924,5.536
6.810,5.650
6.696,5.764
6.583,5.878
6.471,5.990
6.360,6.102
6.249,6.213
6.140,6.323
6.031,6.433
5.923,6.541
5.817,6.648
5.711,6.754
5.607,6.858
5.504,6.961
5.403,7.063
5.302,7.164
5.203,7.263
5.106,7.361
5.010,7.457
4.916,7.551
4.824,7.644
4.733,7.735
4.644,7.824
4.557,7.912
4.472,7.997
4.388,8.081
4.307,8.163
4.227,8.243
4.149,8.320
4.074,8.396
4.000,8.470
3.929,8.541
3.860,8.611
3.793,8.678
3.728,8.743
3.665,8.806
3.604,8.866
3.546,8.925
3.490,8.981
3.436,9.035
3.385,9.086
3.335,9.136
3.288,9.183
3.243,9.228
3.201,9.271
3.160,9.311
3.122,9.349
3.086,9.386
3.052,9.420
3.020,9.451
2.990,9.481
2.963,9.509
2.937,9.534
2.914,9.558
2.892,9.580
2.872,9.599
2.854,9.617
2.838,9.633
2.824,9.648
2.811,9.660
2.800,9.671
2.791,9.680
2.784,9.688
2.778,9.694
2.773,9.699
2.770,9.701
2.769,9.703
2.769,9.703
2.771,9.701
2.774,9.698
2.779,9.693
2.785,9.686
2.793,9.678
2.803,9.669
2.814,9.657
2.827,9.644
2.842,9.630
2.858,9.613
2.877,9.595
2.897,9.575
2.919,9.552
2.943,9.528
2.970,9.502
2.998,9.474
3.028,9.444
3.060,9.411
3.095,9.377
3.132,9.340
3.171,9.301
3.212,9.260
3.255,9.217
3.301,9.171
3.348,9.124
3.399,9.074
3.451,9.021
3.506,8.967
3.562,8.910
3.622,8.851
3.683,8.790
3.747,8.726
3.812,8.660
3.881,8.593
3.951,8.522
4.023,8.450
4.098,8.376
4.174,8.300
4.253,8.221
4.333,8.141
4.416,8.058
4.501,7.974
4.587,7.888
4.675,7.800
4.766,7.710
4.858,7.618
4.951,7.524
5.047,7.429
5.144,7.333
5.242,7.234
5.343,7.135
5.444,7.033
5.547,6.931
5.652,6.827
5.757,6.721
5.864,6.615
5.972,6.507
6.081,6.399
6.192,6.289
6.303,6.178
6.415,6.066
6.528,5.954
6.642,5.841
6.756,5.727
6.872,5.612
6.987,5.497
7.104,5.381
7.220,5.265
7.337,5.149
7.455,5.032
7.572,4.915
7.690,4.798
7.808,4.681
7.926,4.564
8.044,4.447
8.161,4.330
8.279,4.213
8.396,4.097
8.513,3.981
8.629,3.865
8.745,3.750
8.860,3.636
8.975,3.522
9.089,3.409
9.203,3.297
9.315,3.185
9.426,3.075
9.537,2.965
9.646,2.857
9.755,2.749
9.862,2.643
9.968,2.538
10.072,2.435
10.176,2.333
10.277,2.232
10.378,2.133
10.476,2.035
10.573,1.939
10.669,1.845
10.762,1.753
10.854,1.662
10.944,1.574
11.032,1.487
11.118,1.402
11.202,1.320
11.284,1.239
11.363,1.161
11.441,1.084
11.516,1.010
11.589,0.939
11.660,0.869
11.728,0.802
11.794,0.738
11.857,0.676
11.918,0.616
11.976,0.560
12.031,0.505
12.084,0.453
12.134,0.404
12.182,0.358
12.226,0.314
12.268,0.274
12.307,0.235
12.343,0.200
12.377,0.168
12.407,0.138
12.434,0.111
12.459,0.087
12.480,0.066
12.499,0.048
12.515,0.033
12.527,0.021
12.537,0.011
12.543,0.005
12.547,0.002
12.547,0.001
12.544,0.004
12.539,0.009
12.530,0.018
12.519,0.029
12.504,0.043
12.486,0.061
12.466,0.081
12.442,0.104
12.415,0.130
12.386,0.158
12.353,0.190
12.318,0.224
12.280,0.262
12.239,0.302
12.195,0.344
12.148,0.390
12.099,0.438
12.047,0.489
11.992,0.542
11.934,0.599
11.874,0.657
11.812,0.718
11.746,0.782
11.679,0.848
11.609,0.916
11.536,0.987
11.461,1.060
11.384,1.136
11.305,1.213
11.224,1.293
11.140,1.375
11.054,1.458
10.967,1.544
10.877,1.632
10.786,1.722
10.693,1.813
10.598,1.907
10.501,2.002
10.403,2.098
10.303,2.196
10.201,2.296
10.099,2.397
9.994,2.500
9.889,2.604
9.782,2.709
9.675,2.816
9.566,2.924
9.456,3.032
9.345,3.142
9.234,3.253
9.121,3.364
9.008,3.477
8.895,3.590
8.781,3.704
8.666,3.819
8.551,3.934
8.435,4.049
8.320,4.166
8.204,4.282
8.088,4.399
7.972,4.516
7.855,4.633
7.739,4.750
7.622,4.867
7.506,4.984
7.390,5.101
7.274,5.217
7.158,5.334
7.043,5.450
6.928,5.565
6.814,5.680
6.700,5.795
6.587,5.908
6.474,6.021
6.363,6.134
6.252,6.245
6.142,6.355
6.033,6.465
5.925,6.573
5.818,6.681
5.712,6.787
5.608,6.892
5.505,6.995
5.403,7.097
5.302,7.198
5.203,7.298
5.106,7.395
5.010,7.492
4.915,7.586
4.823,7.679
4.732,7.770
4.643,7.860
4.555,7.947
4.470,8.033
4.386,8.117
4.304,8.199
4.225,8.279
4.147,8.357
4.071,8.432
3.998,8.506
3.926,8.578
3.857,8.647
3.790,8.714
3.725,8.780
3.662,8.842
3.602,8.903
3.543,8.962
3.487,9.018
3.434,9.072
3.382,9.123
3.333,9.173
3.286,9.220
3.241,9.265
3.198,9.307
3.158,9.348
3.120,9.386
3.084,9.422
3.050,9.456
3.018,9.488
2.988,9.517
2.961,9.545
2.935,9.570
2.912,9.594
2.890,9.615
2.871,9.635
2.853,9.653
2.837,9.669
2.823,9.683
2.810,9.695
2.799,9.706
2.790,9.715
2.783,9.723
2.777,9.729
2.773,9.733
2.770,9.736
2.769,9.737
2.769,9.737
2.771,9.735
2.774,9.731
2.779,9.726
2.786,9.720
2.794,9.711
2.804,9.702
2.816,9.690
2.829,9.677
2.844,9.662
2.861,9.645
2.879,9.627
2.900,9.606
2.922,9.584
2.947,9.559
2.973,9.533
3.002,9.504
3.032,9.474
3.065,9.441
3.100,9.406
3.137,9.369
3.176,9.330
3.218,9.288
3.261,9.245
3.307,9.199
3.356,9.151
3.406,9.100
3.459,9.047
3.514,8.992
3.571,8.935
3.631,8.876
3.693,8.814
3.757,8.750
3.823,8.684
3.892,8.615
3.963,8.545
4.035,8.472
4.110,8.397
4.187,8.320
4.267,8.241
4.348,8.160
4.431,8.078
4.516,7.993
4.603,7.906
4.692,7.817
4.783,7.727
4.875,7.634
4.969,7.541
5.065,7.445
5.163,7.348
5.262,7.249
5.363,7.148
5.465,7.047
5.568,6.944
5.673,6.839
5.780,6.733
5.887,6.626
5.996,6.518
6.105,6.409
6.216,6.299
6.328,6.187
6.440,6.075
6.554,5.962
6.668,5.848
6.783,5.734
6.899,5.619
7.015,5.503
7.132,5.387
7.249,5.271
7.367,5.154
7.484,5.037
7.602,4.919
7.721,4.802
7.839,4.684
7.957,4.567
8.075,4.449
8.194,4.332
8.311,4.215
8.429,4.098
8.546,3.982
8.663,3.866
8.779,3.750
8.895,3.635
9.010,3.521
9.125,3.408
9.238,3.295
9.351,3.183
9.463,3.073
9.573,2.963
9.683,2.854
9.792,2.747
9.899,2.640
10.005,2.535
10.110,2.431
10.214,2.329
10.316,2.228
10.416,2.129
10.515,2.031
10.612,1.935
10.707,1.841
10.801,1.748
10.893,1.658
10.983,1.569
11.071,1.482
11.157,1.397
11.241,1.315
11.323,1.234
11.403,1.156
11.480,1.079
11.556,1.005
11.628,0.934
11.699,0.864
11.767,0.798
11.833,0.733
11.896,0.671
11.957,0.612
12.015,0.555
12.070,0.501
12.123,0.449
12.173,0.400
12.220,0.354
12.264,0.311
12.306,0.270
12.345,0.232
12.381,0.197
12.414,0.165
12.444,0.135
12.471,0.109
12.495,0.085
12.516,0.064
12.535,0.046
12.550,0.032
12.562,0.020
12.571,0.011
12.577,0.005
12.580,0.002
12.580,0.002
12.577,0.004
12.571,0.010
12.562,0.019
12.550,0.031
12.535,0.046
12.517,0.063
12.496,0.084
12.472,0.107
12.444,0.133
12.414,0.163
12.381,0.195
12.345,0.230
12.307,0.267
12.265,0.308
12.221,0.351
12.173,0.397
12.123,0.446
12.071,0.497
12.015,0.551
11.957,0.608
11.896,0.667
11.833,0.729
11.767,0.793
11.699,0.859
11.628,0.928
11.555,0.999
11.480,1.073
11.402,1.149
11.322,1.227
11.240,1.307
11.156,1.390
11.070,1.474
10.981,1.560
10.891,1.649
10.799,1.739
10.705,1.831
10.610,1.925
10.512,2.020
10.413,2.117
10.313,2.216
10.211,2.316
10.107,2.418
10.003,2.521
9.897,2.626
9.789,2.731
9.681,2.838
9.572,2.946
9.461,3.056
9.350,3.166
9.238,3.277
9.125,3.389
9.011,3.502
8.897,3.616
8.783,3.730
8.667,3.845
8.552,3.960
8.436,4.076
8.320,4.193
8.203,4.310
8.087,4.427
7.970,4.544
7.854,4.662
7.737,4.779
7.620,4.896
7.504,5.014
7.387,5.131
7.271,5.248
7.155,5.364
7.039,5.481
6.924,5.596
6.809,5.712
6.695,5.826
6.582,5.940
6.469,6.053
6.357,6.166
6.246,6.277
6.136,6.388
6.027,6.498
5.919,6.606
5.812,6.714
5.706,6.820
5.601,6.925
5.498,7.029
5.396,7.131
5.295,7.232
5.196,7.332
5.099,7.429
5.003,7.526
4.908,7.620
4.816,7.713
4.725,7.805
4.636,7.894
4.548,7.982
4.463,8.067
4.379,8.151
4.297,8.233
4.218,8.313
4.140,8.391
4.065,8.466
3.991,8.540
3.920,8.612
3.851,8.681
3.784,8.748
3.719,8.813
3.656,8.876
3.596,8.936
3.537,8.995
3.482,9.051
3.428,9.104
3.376,9.156
3.327,9.205
3.280,9.252
3.236,9.297
3.193,9.339
3.153,9.379
3.115,9.417
3.079,9.453
3.046,9.487
3.014,9.518
2.985,9.548
2.958,9.575
2.932,9.600
2.909,9.624
2.888,9.645
2.868,9.665
2.851,9.682
2.835,9.698
2.821,9.712
2.809,9.724
2.798,9.735
2.789,9.744
2.782,9.751
2.776,9.756
2.772,9.761
2.770,9.763
2.769,9.764
2.769,9.763
2.771,9.761
2.775,9.758
2.780,9.752
2.787,9.746
2.796,9.737
2.806,9.727
2.817,9.715
2.831,9.702
2.846,9.686
2.863,9.669
2.882,9.650
2.903,9.630
2.926,9.607
2.951,9.582
2.978,9.555
3.007,9.526
3.038,9.495
3.071,9.462
3.106,9.427
3.144,9.389
3.183,9.350
3.225,9.308
3.269,9.264
3.316,9.217
3.365,9.169
3.416,9.118
3.469,9.064
3.525,9.009
3.582,8.951
3.643,8.891
3.705,8.829
3.770,8.764
3.836,8.698
3.906,8.629
3.977,8.558
4.050,8.484
4.126,8.409
4.203,8.332
4.283,8.252
4.365,8.171
4.448,8.087
4.534,8.002
4.622,7.914
4.711,7.825
4.802,7.734
4.895,7.641
4.990,7.547
5.087,7.451
5.185,7.353
5.284,7.254
5.386,7.153
5.488,7.050
5.592,6.947
5.698,6.842
5.804,6.735
5.912,6.628
6.022,6.519
6.132,6.410
6.243,6.299
6.355,6.187
6.468,6.074
6.582,5.961
6.697,5.847
6.812,5.732
6.929,5.616
7.045,5.500
7.162,5.384
7.280,5.267
7.398,5.150
7.516,5.032
7.634,4.915
7.753,4.797
7.872,4.679
7.990,4.561
8.109,4.443
8.227,4.326
8.345,4.208
8.463,4.091
8.581,3.974
8.698,3.858
8.814,3.743
8.930,3.628
9.046,3.513
9.160,3.400
9.274,3.287
9.387,3.175
9.499,3.064
9.610,2.954
9.720,2.845
9.828,2.737
9.936,2.631
10.042,2.526
10.147,2.422
10.251,2.319
10.353,2.219
10.453,2.119
10.552,2.022
10.649,1.925
10.745,1.831
10.838,1.739
10.930,1.648
11.020,1.559
11.108,1.473
11.194,1.388
11.278,1.305
11.360,1.225
11.439,1.146
11.517,1.070
11.592,0.997
11.664,0.925
11.735,0.856
11.803,0.789
11.868,0.725
11.931,0.663
11.992,0.604
12.049,0.548
12.104,0.494
12.157,0.442
12.206,0.394
12.253,0.348
12.297,0.305
12.339,0.264
12.377,0.227
12.413,0.192
12.445,0.160
12.475,0.131
12.502,0.105
12.525,0.082
12.546,0.061
12.564,0.044
12.579,0.030
12.590,0.018
12.599,0.010
12.605,0.004
12.607,0.001
12.607,0.002
12.603,0.005
12.596,0.012
12.587,0.021
12.574,0.033
12.558,0.048
12.540,0.067
12.518,0.088
12.493,0.112
12.465,0.138
12.435,0.168
12.401,0.201
12.365,0.236
12.325,0.275
12.283,0.316
12.238,0.360
12.190,0.406
12.139,0.455
12.086,0.507
12.030,0.562
11.971,0.619
11.910,0.679
11.846,0.741
11.779,0.806
11.710,0.873
11.639,0.942
11.565,1.014
11.489,1.088
11.411,1.165
11.330,1.243
11.247,1.324
11.163,1.407
11.076,1.492
10.987,1.579
10.896,1.668
10.803,1.758
10.709,1.851
10.613,1.945
10.515,2.041
10.415,2.139
10.314,2.238
10.211,2.339
10.107,2.441
10.002,2.545
9.896,2.650
9.788,2.756
9.679,2.863
9.569,2.972
9.458,3.082
9.346,3.192
9.234,3.304
9.120,3.416
9.006,3.529
8.892,3.644
8.776,3.758
8.661,3.873
8.545,3.989
8.428,4.106
8.312,4.222
8.195,4.340
8.078,4.457
7.961,4.575
7.844,4.692
7.727,4.810
7.610,4.928
7.494,5.045
7.377,5.163
7.260,5.280
7.144,5.397
7.028,5.513
6.913,5.629
6.798,5.744
6.684,5.859
6.571,5.973
6.458,6.086
6.346,6.199
6.235,6.311
6.124,6.421
6.015,6.531
5.907,6.640
5.800,6.747
5.694,6.854
5.589,6.959
5.486,7.062
5.384,7.165
5.283,7.266
5.184,7.365
5.087,7.463
4.991,7.559
4.897,7.654
4.804,7.747
4.713,7.838
4.624,7.927
4.537,8.014
4.451,8.100
4.368,8.184
4.287,8.265
4.207,8.345
4.130,8.423
4.054,8.498
3.981,8.572
3.910,8.643
3.841,8.712
3.774,8.779
3.709,8.844
3.647,8.906
3.587,8.966
3.529,9.024
3.473,9.080
3.420,9.134
3.369,9.185
3.320,9.234
3.273,9.280
3.229,9.325
3.187,9.367
3.147,9.407
3.109,9.445
3.074,9.480
3.041,9.513
3.009,9.545
2.980,9.574
2.953,9.601
2.928,9.626
2.905,9.649
2.884,9.670
2.865,9.689
2.848,9.706
2.832,9.722
2.819,9.736
2.807,9.747
2.796,9.758
2.788,9.766
2.781,9.773
2.775,9.779
2.772,9.782
2.769,9.785
2.769,9.785
2.770,9.785
2.772,9.782
2.776,9.778
2.781,9.773
2.789,9.766
2.797,9.757
2.808,9.746
2.820,9.734
2.834,9.720
2.849,9.705
2.867,9.687
2.886,9.668
2.908,9.647
2.931,9.623
2.956,9.598
2.983,9.571
3.013,9.542
3.044,9.510
3.078,9.477
3.114,9.441
3.152,9.403
3.192,9.363
3.234,9.320
3.279,9.276
3.326,9.229
3.375,9.179
3.427,9.128
3.481,9.074
3.537,9.018
3.595,8.960
3.656,8.899
3.719,8.836
3.784,8.771
3.852,8.704
3.921,8.635
3.993,8.563
4.067,8.489
4.143,8.413
4.221,8.335
4.301,8.255
4.384,8.173
4.468,8.089
4.554,8.003
4.642,7.915
4.732,7.825
4.824,7.734
4.918,7.640
5.013,7.545
5.110,7.449
5.209,7.350
5.309,7.251
5.411,7.149
5.514,7.046
5.618,6.942
5.724,6.837
5.831,6.730
5.940,6.622
6.049,6.513
6.160,6.403
6.272,6.292
6.384,6.179
6.498,6.066
6.612,5.952
6.728,5.838
6.843,5.723
6.960,5.607
7.077,5.490
7.194,5.374
7.312,5.256
7.430,5.139
7.549,5.021
7.668,4.903
7.787,4.785
7.905,4.667
8.024,4.548
8.143,4.430
8.262,4.313
8.380,4.195
8.498,4.078
8.616,3.961
8.733,3.845
8.850,3.729
8.966,3.614
9.081,3.499
9.196,3.385
9.310,3.272
9.423,3.160
9.535,3.049
9.646,2.939
9.756,2.830
9.865,2.723
9.972,2.616
10.078,2.511
10.183,2.407
10.287,2.305
10.389,2.204
10.489,2.105
10.588,2.007
10.685,1.911
10.780,1.817
10.874,1.725
10.965,1.634
11.055,1.546
11.143,1.459
11.229,1.375
11.312,1.292
11.394,1.212
11.473,1.134
11.550,1.058
11.625,0.985
11.698,0.914
11.768,0.845
11.835,0.778
11.901,0.715
11.963,0.653
12.023,0.594
12.080,0.538
12.135,0.485
12.187,0.434
12.236,0.386
12.283,0.340
12.326,0.297
12.367,0.257
12.405,0.220
12.440,0.186
12.472,0.155
12.501,0.126
12.528,0.100
12.551,0.078
12.571,0.058
12.588,0.041
12.602,0.027
12.613,0.016
12.621,0.008
12.626,0.003
12.628,0.001
12.627,0.002
12.623,0.006
12.616,0.013
12.605,0.023
12.592,0.036
12.576,0.052
12.556,0.071
12.534,0.092
12.508,0.117
12.480,0.144
12.449,0.175
12.414,0.208
12.377,0.244
12.337,0.283
12.294,0.325
12.248,0.369
12.200,0.416
12.148,0.466
12.094,0.519
12.037,0.574
11.978,0.632
11.916,0.692
11.851,0.755
11.784,0.820
11.714,0.888
11.642,0.958
11.568,1.031
11.491,1.105
11.412,1.183
11.331,1.262
11.248,1.343
11.162,1.427
11.075,1.512
10.985,1.600
10.894,1.689
10.800,1.780
10.705,1.873
10.608,1.968
10.510,2.065
10.410,2.163
10.308,2.263
10.205,2.364
10.100,2.467
9.994,2.571
9.887,2.676
9.779,2.783
9.670,2.890
9.559,2.999
9.448,3.109
9.336,3.221
9.223,3.332
9.109,3.445
8.994,3.559
8.879,3.673
8.764,3.788
8.648,3.904
8.531,4.020
8.415,4.137
8.298,4.254
8.181,4.371
8.063,4.489
7.946,4.606
7.829,4.724
7.712,4.842
7.595,4.960
7.478,5.078
7.361,5.195
7.244,5.313
7.128,5.430
7.012,5.546
6.897,5.662
6.782,5.778
6.667,5.893
6.554,6.007
6.441,6.120
6.329,6.233
6.218,6.344
6.107,6.455
5.998,6.565
5.890,6.673
5.783,6.781
5.677,6.887
5.573,6.992
5.469,7.096
5.368,7.198
5.267,7.299
5.168,7.398
5.071,7.496
4.975,7.592
4.881,7.686
4.789,7.779
4.698,7.870
4.609,7.959
4.522,8.046
4.437,8.131
4.354,8.215
4.272,8.296
4.193,8.376
4.116,8.453
4.041,8.528
3.968,8.601
3.897,8.672
3.829,8.741
3.762,8.808
3.698,8.872
3.636,8.934
3.576,8.994
3.518,9.052
3.463,9.107
3.410,9.160
3.359,9.211
3.311,9.260
3.265,9.306
3.221,9.350
3.179,9.392
3.140,9.431
3.102,9.469
3.067,9.504
3.034,9.537
3.003,9.567
2.975,9.596
2.948,9.623
2.924,9.647
2.901,9.670
2.880,9.691
2.861,9.710
2.845,9.726
2.829,9.742
2.816,9.755
2.804,9.767
2.795,9.776
2.786,9.785
2.780,9.791
2.775,9.796
2.771,9.800
2.769,9.802
2.769,9.802
2.770,9.801
2.773,9.798
2.777,9.794
2.783,9.788
2.790,9.781
2.799,9.771
2.810,9.761
2.823,9.748
2.837,9.734
2.853,9.718
2.871,9.700
2.891,9.680
2.913,9.658
2.936,9.635
2.962,9.609
2.990,9.581
3.020,9.552
3.052,9.520
3.086,9.485
3.122,9.449
3.161,9.411
3.201,9.370
3.244,9.327
3.290,9.282
3.337,9.234
3.387,9.184
3.439,9.132
3.494,9.078
3.550,9.021
3.610,8.962
3.671,8.901
3.734,8.838
3.800,8.772
3.868,8.704
3.938,8.634
4.011,8.562
4.085,8.488
4.162,8.411
4.241,8.332
4.322,8.252
4.404,8.169
4.489,8.085
4.576,7.998
4.665,7.909
4.755,7.819
4.848,7.727
4.942,7.633
5.038,7.538
5.135,7.440
5.234,7.342
5.335,7.241
5.437,7.139
5.541,7.036
5.646,6.931
5.752,6.826
5.860,6.718
5.969,6.610
6.079,6.500
6.190,6.390
6.302,6.278
6.415,6.166
6.529,6.052
6.644,5.938
6.759,5.823
6.876,5.707
6.992,5.591
7.110,5.474
7.228,5.357
7.346,5.240
7.464,5.122
7.583,5.004
7.702,4.886
7.821,4.767
7.940,4.649
8.059,4.531
8.178,4.412
8.297,4.294
8.415,4.177
8.534,4.059
8.652,3.942
8.769,3.826
8.886,3.710
9.002,3.595
9.117,3.480
9.232,3.366
9.346,3.253
9.459,3.141
9.571,3.030
9.682,2.920
9.792,2.812
9.900,2.704
10.008,2.598
10.114,2.493
10.219,2.389
10.322,2.287
10.424,2.186
10.524,2.087
10.623,1.990
10.719,1.894
10.815,1.800
10.908,1.708
10.999,1.618
11.089,1.529
11.176,1.443
11.262,1.359
11.345,1.277
11.426,1.197
11.505,1.119
11.582,1.044
11.657,0.971
11.729,0.900
11.798,0.832
11.865,0.766
11.930,0.702
11.992,0.641
12.052,0.583
12.109,0.527
12.163,0.474
12.214,0.424
12.263,0.376
12.309,0.331
12.352,0.289
12.392,0.250
12.430,0.213
12.464,0.179
12.495,0.148
12.524,0.120
12.549,0.095
12.572,0.073
12.592,0.054
12.608,0.038
12.622,0.025
12.632,0.014
12.639,0.007
12.644,0.003
12.645,0.001
12.643,0.003
12.638,0.008
12.630,0.015
12.619,0.026
12.605,0.039
12.588,0.056
12.568,0.075
12.545,0.098
12.518,0.123
12.489,0.151
12.457,0.182
12.422,0.216
12.384,0.253
12.343,0.293
12.300,0.335
12.253,0.380
12.204,0.428
12.152,0.479
12.097,0.532
12.039,0.588
11.979,0.646
11.916,0.707
11.851,0.771
11.783,0.837
11.713,0.905
11.640,0.976
11.565,1.049
11.487,1.124
11.408,1.202
11.326,1.282
11.242,1.364
11.156,1.448
11.067,1.534
10.977,1.622
10.885,1.712
10.791,1.804
10.696,1.897
10.598,1.993
10.499,2.090
10.398,2.188
10.296,2.289
10.192,2.390
10.087,2.494
9.981,2.598
9.874,2.704
9.765,2.811
9.655,2.919
9.544,3.029
9.432,3.139
9.320,3.250
9.206,3.363
9.092,3.476
8.977,3.590
8.862,3.705
8.746,3.820
8.629,3.936
8.513,4.052
8.396,4.169
8.279,4.286
8.161,4.404
8.044,4.522
7.927,4.640
7.809,4.758
7.692,4.876
7.575,4.994
7.457,5.112
7.340,5.229
7.224,5.347
7.107,5.464
6.991,5.580
6.876,5.696
6.761,5.812
6.647,5.927
6.533,6.041
6.420,6.154
6.308,6.267
6.197,6.378
6.087,6.489
5.978,6.599
5.870,6.707
5.763,6.815
5.657,6.921
5.553,7.025
5.450,7.129
5.348,7.231
5.248,7.332
5.149,7.431
5.052,7.528
4.956,7.624
4.862,7.718
4.770,7.810
4.680,7.901
4.591,7.990
4.505,8.077
4.420,8.162
4.337,8.245
4.256,8.326
4.177,8.405
4.100,8.482
4.026,8.557
3.953,8.630
3.883,8.700
3.814,8.769
3.748,8.835
3.685,8.899
3.623,8.960
3.564,9.020
3.506,9.077
3.452,9.132
3.399,9.185
3.349,9.235
3.301,9.283
3.255,9.329
3.211,9.372
3.170,9.414
3.131,9.453
3.094,9.490
3.060,9.524
3.027,9.557
2.997,9.587
2.969,9.615
2.942,9.642
2.918,9.666
2.896,9.688
2.876,9.708
2.857,9.727
2.841,9.743
2.826,9.758
2.813,9.771
2.802,9.782
2.792,9.792
2.785,9.800
2.778,9.806
2.774,9.811
2.770,9.814
2.769,9.815
2.769,9.815
2.770,9.814
2.774,9.811
2.778,9.806
2.784,9.800
2.792,9.792
2.802,9.782
2.813,9.771
2.826,9.758
2.841,9.743
2.857,9.727
2.876,9.709
2.896,9.688
2.918,9.666
2.942,9.642
2.969,9.616
2.997,9.588
3.027,9.557
3.060,9.525
3.094,9.490
3.131,9.453
3.171,9.414
3.212,9.373
3.256,9.329
3.301,9.283
3.350,9.235
3.400,9.185
3.453,9.132
3.508,9.077
3.565,9.020
3.625,8.960
3.687,8.898
3.751,8.834
3.817,8.768
3.886,8.700
3.957,8.629
4.030,8.556
4.105,8.481
4.182,8.404
4.262,8.325
4.343,8.244
4.427,8.160
4.512,8.075
4.599,7.988
4.689,7.899
4.780,7.808
4.873,7.715
4.967,7.621
5.064,7.525
5.162,7.427
5.262,7.328
5.363,7.227
5.465,7.125
5.570,7.021
5.675,6.916
5.782,6.809
5.890,6.702
5.999,6.593
6.110,6.483
6.221,6.372
6.334,6.260
6.447,6.147
6.562,6.033
6.677,5.919
6.792,5.803
6.909,5.687
7.026,5.571
7.144,5.454
7.262,5.337
7.380,5.219
7.499,5.101
7.618,4.982
7.737,4.864
7.856,4.745
7.976,4.627
8.095,4.508
8.214,4.390
8.333,4.272
8.451,4.154
8.570,4.037
8.688,3.920
8.805,3.803
8.922,3.687
9.038,3.572
9.153,3.458
9.268,3.344
9.382,3.231
9.495,3.119
9.607,3.008
9.718,2.898
9.827,2.790
9.936,2.682
10.043,2.576
10.149,2.471
10.254,2.368
10.357,2.266
10.458,2.165
10.558,2.066
10.657,1.969
10.753,1.874
10.848,1.780
10.941,1.688
11.032,1.599
